Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
35,10,15.916,0.6,5,11,-55,105,0.12,2000,1.2,11,6000,UPW1V100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
35,22,7.234,0.6,5,11,-55,105,0.12,2000,1.2,23,6000,UPW1V220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
35,27,5.895,0.6,5,11,-55,105,0.12,2000,1.2,28,6000,UPW1V270MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
35,33,4.823,0.6,5,11,-55,105,0.12,2000,1.2,35,6000,UPW1V330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,0.44
35,47,3.386,0.25,6.3,11,-55,105,0.12,2000,0.5,49,4000,UPW1V470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
35,56,2.842,0.25,6.3,11,-55,105,0.12,2000,0.5,59,4000,UPW1V560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,EOL,Normal,0.59
35,82,1.941,0.23,6.3,15,-55,105,0.12,2000,0.46,86,4000,UPW1V820MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,EOL,Normal,0.72
35,100,1.592,0.117,8,11.5,-55,105,0.12,3000,0.234,105,3000,UPW1V101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
35,150,1.061,0.117,8,11.5,-55,105,0.12,3000,0.234,158,3000,UPW1V151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,MP,Normal,1.19
35,220,0.723,0.085,8,15,-55,105,0.12,3000,0.17,231,2000,UPW1V221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,MP,Normal,1.36
35,220,0.723,0.09,10,12.5,-55,105,0.12,5000,0.18,231,2000,UPW1V221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,MP,Normal,1.49
35,330,0.482,0.065,8,20,-55,105,0.12,3000,0.13,347,2000,UPW1V331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,MP,Normal,1.66
35,330,0.482,0.068,10,16,-55,105,0.12,5000,0.136,347,1800,UPW1V331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,MP,Normal,1.77
35,390,0.408,0.052,10,20,-55,105,0.12,5000,0.104,410,1400,UPW1V391MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
35,470,0.339,0.052,10,20,-55,105,0.12,5000,0.104,494,1400,UPW1V471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,MP,Normal,2.34
35,560,0.284,0.045,10,25,-55,105,0.12,5000,0.09,588,1200,UPW1V561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,MP,Normal,3.07
35,680,0.234,0.035,10,30.5,-55,105,0.12,5000,0.07,714,1000,UPW1V681MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,MP,Normal,3.21
35,680,0.234,0.038,12.5,20,-55,105,0.12,7000,0.076,714,1000,UPW1V681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1660,MP,Normal,3.43
35,1000,0.159,0.03,12.5,25,-55,105,0.12,7000,0.06,1050,800,UPW1V102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1950,MP,Normal,4.56
35,1200,0.133,0.025,12.5,30.5,-55,105,0.12,7000,0.05,1260,600,UPW1V122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,MP,Normal,6.01
35,1200,0.133,0.029,16,20,-55,105,0.12,8000,0.058,1260,600,UPW1V122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,MP,Normal,6.6
35,1500,0.106,0.022,12.5,35.5,-55,105,0.12,7000,0.044,1575,500,UPW1V152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,MP,Normal,7.06
35,1500,0.106,0.022,16,25,-55,105,0.12,8000,0.044,1575,400,UPW1V152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
35,1800,0.088,0.022,16,25,-55,105,0.12,8000,0.044,1890,400,UPW1V182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,MP,Normal,8.2
35,1800,0.088,0.028,18,20,-55,105,0.12,8000,0.056,1890,400,UPW1V182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,MP,Normal,9.0
35,2200,0.084,0.018,16,30.5,-55,105,0.14,8000,0.036,2310,300,UPW1V222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,MP,Normal,9.6
35,2200,0.084,0.02,18,25,-55,105,0.14,8000,0.04,2310,300,UPW1V222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,MP,Normal,10.6
35,2700,0.069,0.016,16,35.5,-55,105,0.14,8000,0.032,2835,300,UPW1V272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,MP,Normal,11.8
35,2700,0.069,0.016,18,30.5,-55,105,0.14,8000,0.032,2835,300,UPW1V272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,MP,Normal,13.1
35,3300,0.064,0.015,18,35.5,-55,105,0.16,8000,0.03,3465,250,UPW1V332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,MP,Normal,14.2
35,4700,0.051,0.014,18,40,-55,105,0.18,8000,0.028,4935,200,UPW1V472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,MP,Normal,17.7
50,2.2,60.286,3,5,11,-55,105,0.1,2000,6.0,4,6000,UPW1H2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,55,EOL,Normal,0.44
50,3.3,40.191,2.6,5,11,-55,105,0.1,2000,5.2,5,6000,UPW1H3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,65,EOL,Normal,0.44
50,4.7,28.219,2.3,5,11,-55,105,0.1,2000,4.6,7,6000,UPW1H4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,90,EOL,Normal,0.44
50,10,13.263,1.4,5,11,-55,105,0.1,2000,2.8,15,6000,UPW1H100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,120,EOL,Normal,0.44
50,18,7.368,1.3,5,11,-55,105,0.1,2000,2.6,27,6000,UPW1H180MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,EOL,Normal,0.44
50,22,6.029,1.2,5,11,-55,105,0.1,2000,2.4,33,6000,UPW1H220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,EOL,Normal,0.44
50,33,4.019,0.43,6.3,11,-55,105,0.1,2000,0.86,50,4000,UPW1H330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,300,EOL,Normal,0.59
50,47,2.822,0.43,6.3,11,-55,105,0.1,2000,0.86,71,4000,UPW1H470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,300,EOL,Normal,0.59
50,56,2.368,0.4,6.3,15,-55,105,0.1,2000,0.8,84,4000,UPW1H560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,360,EOL,Normal,0.72
50,82,1.617,0.234,8,11.5,-55,105,0.1,3000,0.468,123,3000,UPW1H820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,485,MP,Normal,1.19
50,100,1.326,0.234,8,11.5,-55,105,0.1,3000,0.468,150,3000,UPW1H101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,485,MP,Normal,1.19
50,120,1.105,0.155,8,15,-55,105,0.1,3000,0.31,180,2000,UPW1H121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,635,MP,Normal,1.36
50,120,1.105,0.162,10,12.5,-55,105,0.1,5000,0.324,180,2000,UPW1H121MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,620,MP,Normal,1.49
50,150,0.884,0.162,10,12.5,-55,105,0.1,5000,0.324,225,2000,UPW1H151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,615,MP,Normal,1.49
50,180,0.737,0.12,8,20,-55,105,0.1,3000,0.24,270,2000,UPW1H181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,860,MP,Normal,1.66
50,180,0.737,0.119,10,16,-55,105,0.1,5000,0.238,270,1800,UPW1H181MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,MP,Normal,1.77
50,220,0.603,0.119,10,16,-55,105,0.1,5000,0.238,330,1800,UPW1H221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,MP,Normal,1.77
50,220,0.603,0.09,10,20,-55,105,0.1,5000,0.18,330,1400,UPW1H221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1030,MP,Normal,2.34
50,270,0.491,0.082,10,25,-55,105,0.1,5000,0.164,405,1200,UPW1H271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1200,MP,Normal,3.07
50,330,0.402,0.09,10,20,-55,105,0.1,5000,0.18,495,1400,UPW1H331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1030,MP,Normal,2.34
50,330,0.402,0.06,10,30.5,-55,105,0.1,5000,0.12,495,1000,UPW1H331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1610,MP,Normal,3.21
50,390,0.34,0.063,12.5,20,-55,105,0.1,7000,0.126,585,1000,UPW1H391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1480,MP,Normal,3.43
50,470,0.282,0.06,12.5,20,-55,105,0.1,7000,0.12,705,1000,UPW1H471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1500,MP,Normal,3.43
50,560,0.237,0.05,12.5,25,-55,105,0.1,7000,0.1,840,800,UPW1H561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1832,MP,Normal,4.56
50,680,0.195,0.05,12.5,25,-55,105,0.1,7000,0.1,1020,800,UPW1H681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1840,MP,Normal,4.56
50,680,0.195,0.048,16,20,-55,105,0.1,8000,0.096,1020,600,UPW1H681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1840,MP,Normal,6.6
50,820,0.162,0.034,12.5,35.5,-55,105,0.1,7000,0.068,1230,500,UPW1H821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2290,MP,Normal,7.06
50,820,0.162,0.042,18,20,-55,105,0.1,8000,0.084,1230,400,UPW1H821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2420,MP,Normal,9.0
50,1000,0.133,0.034,16,25,-55,105,0.1,8000,0.068,1500,400,UPW1H102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2235,MP,Normal,8.2
50,1200,0.111,0.028,16,30.5,-55,105,0.1,8000,0.056,1800,300,UPW1H122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2700,MP,Normal,9.6
50,1200,0.111,0.029,18,25,-55,105,0.1,8000,0.058,1800,300,UPW1H122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2610,MP,Normal,10.6
50,1500,0.088,0.028,16,30.5,-55,105,0.1,8000,0.056,2250,300,UPW1H152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2700,MP,Normal,9.6
50,1500,0.088,0.025,16,35.5,-55,105,0.1,8000,0.05,2250,300,UPW1H152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2790,MP,Normal,11.8
50,1800,0.074,0.025,18,30.5,-55,105,0.1,8000,0.05,2700,300,UPW1H182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3000,MP,Normal,13.1
50,2200,0.072,0.023,18,35.5,-55,105,0.12,8000,0.046,3300,250,UPW1H222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3100,MP,Normal,14.2
63,4.7,25.397,4.7,5,11,-55,105,0.09,2000,9.4,9,6000,UPW1J4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,68,EOL,Normal,0.44
63,6.8,17.554,2.5,5,11,-55,105,0.09,2000,5.0,13,6000,UPW1J6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,95,EOL,Normal,0.44
63,10,11.937,2.1,5,11,-55,105,0.09,2000,4.2,19,6000,UPW1J100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,110,EOL,Normal,0.44
63,12,9.947,2,5,11,-55,105,0.09,2000,4.0,23,6000,UPW1J120MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,145,EOL,Normal,0.44
63,15,7.958,1.2,6.3,11,-55,105,0.09,2000,2.4,28,4000,UPW1J150MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,160,EOL,Normal,0.59
63,22,5.426,0.71,6.3,11,-55,105,0.09,2000,1.42,42,4000,UPW1J220MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,250,EOL,Normal,0.59
63,33,3.617,0.71,6.3,11,-55,105,0.09,2000,1.42,62,4000,UPW1J330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,250,EOL,Normal,0.59
63,39,3.061,0.7,6.3,15,-55,105,0.09,2000,1.4,74,4000,UPW1J390MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,330,EOL,Normal,0.72
63,47,2.54,0.342,8,11.5,-55,105,0.09,3000,0.684,89,3000,UPW1J470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,405,MP,Normal,1.19
63,68,1.755,0.342,8,11.5,-55,105,0.09,3000,0.684,129,3000,UPW1J680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,405,MP,Normal,1.19
63,100,1.194,0.23,8,15,-55,105,0.09,3000,0.46,189,2000,UPW1J101MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,535,MP,Normal,1.36
63,100,1.194,0.256,10,12.5,-55,105,0.09,5000,0.512,189,2000,UPW1J101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,MP,Normal,1.49
63,120,0.995,0.194,10,16,-55,105,0.09,5000,0.388,227,1800,UPW1J121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,600,MP,Normal,1.77
63,150,0.796,0.194,10,16,-55,105,0.09,5000,0.388,284,1800,UPW1J151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,660,MP,Normal,1.77
63,180,0.663,0.147,10,20,-55,105,0.09,5000,0.294,340,1400,UPW1J181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,890,MP,Normal,2.34
63,180,0.663,0.15,12.5,15,-55,105,0.09,7000,0.3,340,1200,UPW1J181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1020,MP,Normal,2.96
63,220,0.543,0.147,10,20,-55,105,0.09,5000,0.294,416,1400,UPW1J221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,885,MP,Normal,2.34
63,220,0.543,0.13,10,25,-55,105,0.09,5000,0.26,416,1200,UPW1J221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,MP,Normal,3.07
63,270,0.442,0.09,16,15,-55,105,0.09,8000,0.18,510,700,UPW1J271MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1410,MP,Normal,4.74
63,330,0.362,0.085,12.5,20,-55,105,0.09,7000,0.17,624,1000,UPW1J331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1290,MP,Normal,3.43
63,390,0.306,0.07,12.5,25,-55,105,0.09,7000,0.14,737,800,UPW1J391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1720,MP,Normal,4.56
63,390,0.306,0.086,18,15,-55,105,0.09,8000,0.172,737,400,UPW1J391MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1690,MP,Normal,6.31
63,470,0.254,0.07,12.5,25,-55,105,0.09,7000,0.14,888,800,UPW1J471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1720,MP,Normal,4.56
63,470,0.254,0.055,12.5,30.5,-55,105,0.09,7000,0.11,888,600,UPW1J471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2090,MP,Normal,6.01
63,470,0.254,0.059,16,20,-55,105,0.09,8000,0.118,888,600,UPW1J471MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1770,MP,Normal,6.6
63,680,0.176,0.047,12.5,35.5,-55,105,0.09,7000,0.094,1285,500,UPW1J681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2270,MP,Normal,7.06
63,680,0.176,0.05,16,25,-55,105,0.09,8000,0.1,1285,400,UPW1J681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2160,MP,Normal,8.2
63,680,0.176,0.055,18,20,-55,105,0.09,8000,0.11,1285,400,UPW1J681MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2290,MP,Normal,9.0
63,820,0.146,0.043,16,30.5,-55,105,0.09,8000,0.086,1550,300,UPW1J821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2670,MP,Normal,9.6
63,820,0.146,0.043,18,25,-55,105,0.09,8000,0.086,1550,300,UPW1J821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2590,MP,Normal,10.6
63,1000,0.119,0.043,16,30.5,-55,105,0.09,8000,0.086,1890,300,UPW1J102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2770,MP,Normal,9.6
63,1000,0.119,0.036,16,35.5,-55,105,0.09,8000,0.072,1890,300,UPW1J102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2770,MP,Normal,11.8
63,1200,0.099,0.032,18,30.5,-55,105,0.09,8000,0.064,2268,300,UPW1J122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2950,MP,Normal,13.1
63,1500,0.08,0.03,18,35.5,-55,105,0.09,8000,0.06,2835,250,UPW1J152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3100,MP,Normal,14.2
63,2200,0.066,0.028,18,40,-55,105,0.11,8000,0.056,4158,200,UPW1J222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3200,MP,Normal,17.7
100,2.2,48.229,9.8,5,11,-55,105,0.08,2000,19.6,7,6000,UPW2A2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,44,EOL,Normal,0.44
100,3.3,32.153,6.6,5,11,-55,105,0.08,2000,13.2,10,6000,UPW2A3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,58,EOL,Normal,0.44
100,4.7,22.575,4.6,5,11,-55,105,0.08,2000,9.2,14,6000,UPW2A4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,74,EOL,Normal,0.44
100,6.8,15.603,3.5,5,11,-55,105,0.08,2000,7.0,20,6000,UPW2A6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,95,EOL,Normal,0.44
100,10,10.61,1.8,6.3,11,-55,105,0.08,2000,3.6,30,4000,UPW2A100MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,EOL,Normal,0.59
100,15,7.074,0.83,8,11.5,-55,105,0.08,3000,1.66,45,3000,UPW2A150MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,MP,Normal,1.19
100,18,5.895,0.8,6.3,15,-55,105,0.08,2000,1.6,54,4000,UPW2A180MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,200,EOL,Normal,0.72
100,22,4.823,0.68,8,11.5,-55,105,0.08,3000,1.36,66,3000,UPW2A220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,230,MP,Normal,1.19
100,33,3.215,0.45,8,15,-55,105,0.08,3000,0.9,99,2000,UPW2A330MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,360,MP,Normal,1.36
100,33,3.215,0.46,10,12.5,-55,105,0.08,5000,0.92,99,2000,UPW2A330MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,320,MP,Normal,1.49
100,47,2.258,0.37,8,20,-55,105,0.08,3000,0.74,141,2000,UPW2A470MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,420,MP,Normal,1.66
100,47,2.258,0.37,10,16,-55,105,0.08,5000,0.74,141,1800,UPW2A470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,420,MP,Normal,1.77
100,68,1.56,0.3,10,20,-55,105,0.08,5000,0.6,204,1400,UPW2A680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,490,MP,Normal,2.34
100,82,1.294,0.25,10,25,-55,105,0.08,5000,0.5,246,1200,UPW2A820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,MP,Normal,3.07
100,100,1.061,0.18,12.5,20,-55,105,0.08,7000,0.36,300,1000,UPW2A101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,580,MP,Normal,3.43
100,150,0.707,0.13,12.5,25,-55,105,0.08,7000,0.26,450,800,UPW2A151MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,710,MP,Normal,4.56
100,180,0.589,0.12,12.5,30.5,-55,105,0.08,7000,0.24,540,600,UPW2A181MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,790,MP,Normal,6.01
100,180,0.589,0.13,16,20,-55,105,0.08,8000,0.26,540,600,UPW2A181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,750,MP,Normal,6.6
100,220,0.482,0.1,16,25,-55,105,0.08,8000,0.2,660,400,UPW2A221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,890,MP,Normal,8.2
100,220,0.482,0.11,18,20,-55,105,0.08,8000,0.22,660,400,UPW2A221MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,MP,Normal,9.0
100,330,0.322,0.09,16,25,-55,105,0.08,8000,0.18,990,400,UPW2A331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1080,MP,Normal,8.2
100,390,0.272,0.083,18,25,-55,105,0.08,8000,0.166,1170,300,UPW2A391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1260,MP,Normal,10.6
100,470,0.226,0.076,16,30.5,-55,105,0.08,8000,0.152,1410,300,UPW2A471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1310,MP,Normal,9.6
100,560,0.189,0.068,18,30.5,-55,105,0.08,8000,0.136,1680,300,UPW2A561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1370,MP,Normal,13.1
100,680,0.156,0.064,16,35.5,-55,105,0.08,8000,0.128,2040,300,UPW2A681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1410,MP,Normal,11.8
100,1000,0.106,0.047,18,40,-55,105,0.08,8000,0.094,3000,200,UPW2A102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1520,MP,Normal,17.7
160,0.47,423.285,,6.3,11,-40,105,0.15,2000,nan,48,4000,UPW2CR47MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,12,EOL,Normal,0.59
160,1,198.944,,6.3,11,-40,105,0.15,2000,nan,56,4000,UPW2C010MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,17,EOL,Normal,0.59
160,2.2,90.429,,6.3,11,-40,105,0.15,2000,nan,75,4000,UPW2C2R2MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,25,EOL,Normal,0.59
160,3.3,60.286,,8,11.5,-40,105,0.15,3000,nan,93,3000,UPW2C3R3MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,36,EOL,Normal,1.19
160,4.7,42.328,,8,11.5,-40,105,0.15,3000,nan,115,3000,UPW2C4R7MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,43,EOL,Normal,1.19
160,10,19.894,,10,12.5,-40,105,0.15,5000,nan,164,2000,UPW2C100MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,70,EOL,Normal,1.49
160,22,9.043,,10,20,-40,105,0.15,5000,nan,241,1400,UPW2C220MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,130,EOL,Normal,2.34
160,33,6.029,,12.5,20,-40,105,0.15,7000,nan,311,1000,UPW2C330MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,EOL,Normal,3.43
160,47,4.233,,12.5,25,-40,105,0.15,7000,nan,401,800,UPW2C470MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,220,EOL,Normal,4.56
160,100,1.989,,16,25,-40,105,0.15,8000,nan,740,400,UPW2C101MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,330,EOL,Normal,8.2
160,220,0.904,,18,35.5,-40,105,0.15,8000,nan,1508,250,UPW2C221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,500,EOL,Normal,14.2
160,220,0.904,,20,31,-40,105,0.15,8000,nan,1508,200,UPW2C221MRD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,500,EOL,Normal,13.7
